task,method,dataset,dataset_id,role,fold,protocol,status,returncode,command,adapter_sha256,config_sha256,input_sha256,frozen_split_sha256,train_mask_sha256,val_mask_sha256,test_mask_sha256,source_prediction_sha256,compact_prediction_path,compact_prediction_sha256,shape,finite,complete_test_coverage,fallback_used,fallback_policy,adapter_audit_source_sha256
SpaGE__MHPR_current_panel__fold1,SpaGE,MHPR,MHPR_current_panel,Cross-platform,1,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/SpaGE/run_spage_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MHPR_current_panel/fold1/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold1_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold1_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold1_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/SpaGE/MHPR_current_panel/fold1"",""--skip-adapter-metrics""]",53a620ea84e728f17a1776612e4ee8680c64e7e2fa28668e60ef19dca6fab781,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,5c9079c4cd895b805b49631debcc173b16b49adc073be4378d6220c030378a98,cdaccae0f261ae3028bb083740e7054f05af1d3498073aeafc42424573c79163,66647b4201235c7b617440f8db9d692294860c6329ebcbee5be7f3814d2afcad,8d4cd1eab34edcd141c4f91b151cc22825e8305d3dfd2ed1f2ffd6cd7df6cfde,9e4ad9b4be9a7f00c6282edfe62bd299d16fdded750f44204f0fadbfddc53e79,614fa84adddd113eefb1d8a53ddb42a5826084cf10603afe4bc2c8b121cdc930,prediction_matrices/MHPR_current_panel/SpaGE/fold1/prediction.npz,4b3785f00cff0df9b70fe3ca3a808658b88c30c4235f93d46958572dc9be88d3,"[4975,31]",True,True,False,"{""policy"":""disabled"",""used"":false}",5785fc61157bc354693106be6a8f5ed5d3c089f2caa30af857a5e9ce062182ea
SpaGE__MHPR_current_panel__fold2,SpaGE,MHPR,MHPR_current_panel,Cross-platform,2,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/SpaGE/run_spage_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MHPR_current_panel/fold2/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold2_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold2_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold2_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/SpaGE/MHPR_current_panel/fold2"",""--skip-adapter-metrics""]",53a620ea84e728f17a1776612e4ee8680c64e7e2fa28668e60ef19dca6fab781,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,18f8beef8ffb0a6d35ce536491219a7998307d30c8fee10f162651d396429570,36b6136dea102190c0950e32ebed39e3aebda797f8957f6de7e6dca47a3f4f01,dbe544ae48f8e2cb64e05d3c7c309d66b0b7537f0fa55c7bb2b02ad4b50501c6,2d273bf06f4078fdea1e259f1c801b2ef4318606b47cc65b5870ff21fa72a804,a0b1a4dbe6006bc6b05e566f3eaba86d949fa267e8d1b826c85c679aef3547ea,dba695f2482aa520f20e4c9c6fc721cae91440843d9913f8657ca02eadeaceb0,prediction_matrices/MHPR_current_panel/SpaGE/fold2/prediction.npz,cf9df61cf0873f3393901a7d46ec3446112d5dfaacdfaf86befea0f40be6fe22,"[4975,31]",True,True,False,"{""policy"":""disabled"",""used"":false}",446322e4634017f03fecd0603320a5437f833ba9cdfc1dbb70efc32cde9d1004
SpaGE__MHPR_current_panel__fold3,SpaGE,MHPR,MHPR_current_panel,Cross-platform,3,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/SpaGE/run_spage_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MHPR_current_panel/fold3/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold3_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold3_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold3_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/SpaGE/MHPR_current_panel/fold3"",""--skip-adapter-metrics""]",53a620ea84e728f17a1776612e4ee8680c64e7e2fa28668e60ef19dca6fab781,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,032600e7141383b285e0b00b4f8ae913a261253051e00e1617b3a7a159d3e16a,b547a321d1bb96d7a0aee2f016c01e4bd3f33f84599086fcbe96b96aab4e82c2,819813850a652c4b813fe01a87a7759eeb7d8d3a8085f391bdd6cc38d13aff7b,34c1c41e981eab9baf313ba78926c91ca3f464ba230c9f5d418be25662ba257c,775f645deb4c9cffbc40b89fbb373d3472fedd26d806b37ed0317e971c1ed562,f6d551d6f42ec2eb4462820fd6287bdc139b4e9a9d19fb7a74453b86ee7fb64c,prediction_matrices/MHPR_current_panel/SpaGE/fold3/prediction.npz,42aca11851cd5082cdb13d50f2bc4b665820993fe4c0eba3ca50fa090c0924f1,"[4975,31]",True,True,False,"{""policy"":""disabled"",""used"":false}",05ff72c0d1c0a5b3f3f882a206c918cd5f8a7d7aa1381e57561ea91e8b37eec8
SpaGE__MHPR_current_panel__fold4,SpaGE,MHPR,MHPR_current_panel,Cross-platform,4,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/SpaGE/run_spage_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MHPR_current_panel/fold4/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold4_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold4_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold4_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/SpaGE/MHPR_current_panel/fold4"",""--skip-adapter-metrics""]",53a620ea84e728f17a1776612e4ee8680c64e7e2fa28668e60ef19dca6fab781,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,2edc342365a36b59532085681da940782cae4fe8f6a9d7f7f0a87ae7826833d4,d8f8baf97569d36d8d6bfe2975d2fd0dcc51d9838c36a795edd16d193fa75b72,630ab6844acb9b1628fa1acd63862d762f3a5c4858ef1bc878326eaa49195720,36e94f14a52ba7072ec3577607a028380bad125ec0cd9abfc43b5a4f0d5b72ca,9ceb30ff0c22706badf408211040c79a2c82c4452de521c612e447bf74c97224,981c31b05e31fc878812aa5970385e862bef3aaeaa8bb4de9bffb3742a4968de,prediction_matrices/MHPR_current_panel/SpaGE/fold4/prediction.npz,deb8eb043fa37b769e9597d17f803923a01ce53d17f71bd32380798c98ec9884,"[4975,30]",True,True,False,"{""policy"":""disabled"",""used"":false}",cec9c8080278b0b6a624c3d4be771959e6d9fc6f07c94f33fbae04c17ed4344f
SpaGE__MVC_shared981__fold0,SpaGE,MVC,MVC_shared981,Cross-platform,0,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/SpaGE/run_spage_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MVC_shared981/fold0/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold0_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold0_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold0_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/SpaGE/MVC_shared981/fold0"",""--skip-adapter-metrics""]",53a620ea84e728f17a1776612e4ee8680c64e7e2fa28668e60ef19dca6fab781,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,4d8cf81f2da455cfe6406adb6ccb216087eddf9c9311a579fdabd2c7a5bab84d,fd51ea78835fb458502afea4cb3a4bbc9c461892e3d00af94237cdfb1570de09,e13b4d402b33f67b774da78162302debfa455b61fe6f86b9733abc5c7e5dda84,2a0a247d83976ba2e1030bd5c96a487d966e7297f0ee11522805130e226afd87,916ab1d647e32b41b01ac7378b786d14930caad2df261690d515184b17938a3a,19e07f485a532168041e17eeaa6a32358beb184e9f4ddf3047629045886d3349,prediction_matrices/MVC_shared981/SpaGE/fold0/prediction.npz,c8cb1458e807bff8cefb6bdba967a089b5e0ada66333286f8f160451d4b12161,"[1549,197]",True,True,False,"{""policy"":""disabled"",""used"":false}",d201b167dc61856279efc66bf72f1d721d5bdac3a39663289439e02f177c60f7
SpaGE__MVC_shared981__fold1,SpaGE,MVC,MVC_shared981,Cross-platform,1,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/SpaGE/run_spage_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MVC_shared981/fold1/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold1_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold1_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold1_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/SpaGE/MVC_shared981/fold1"",""--skip-adapter-metrics""]",53a620ea84e728f17a1776612e4ee8680c64e7e2fa28668e60ef19dca6fab781,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,0308013d81c2a9b2d0588cd5e40cefa914703a6ffd3c82fc4c007a3e8f37ac74,e6d0a277402c3164aae9be18c2e3e46433caeaad47de1408cd5c85836144e7c5,7ff1afb47d001e939ddd56828d0d1f40961ed9511c91df3bfbf78ece89f7bccc,ff6362879a8601a45c7d9fd2faa475bc851dd64b083cc858bca5ccca7ca90236,3423d7211f569b0bdddae7695cf2833f98b0c917d3a589878cc18667c01471b3,20acb46aa38b905eb37bf3875bac8b54281bedf84851eb21d07ceb964555482e,prediction_matrices/MVC_shared981/SpaGE/fold1/prediction.npz,ab80961fb8216a379a6b1aee95e6231ebfb2d816379f7a28f52fe876e8dd24bf,"[1549,196]",True,True,False,"{""policy"":""disabled"",""used"":false}",d4a8ce817920b2c24c1406cedff6b637d1172f95a5fb6d578be6d94b0af91f66
SpaGE__MVC_shared981__fold2,SpaGE,MVC,MVC_shared981,Cross-platform,2,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/SpaGE/run_spage_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MVC_shared981/fold2/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold2_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold2_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold2_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/SpaGE/MVC_shared981/fold2"",""--skip-adapter-metrics""]",53a620ea84e728f17a1776612e4ee8680c64e7e2fa28668e60ef19dca6fab781,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,409f5e4ca865af20fd888fb8fab2ac907696c72fabfd6fb3c06786d0e63d8854,b40c12afce3b67ecba92704a0a951c9e6fef2ef0671305ec76b7d8476861ed92,dcae22805ae8d084c08e4fa95ea82ab517e79ee10dbc3eb14dd0042fae23e5ef,24a87ab148fbc9e0de303e7fc7a82a2752c43c5fbc6232ed7a91676389ea54f2,e01d4b5485642bc8ad58adc78bdf5aa9b16bb30436239fa8544d9a87b5c534a2,848710cb16aa37996d59287c124d07e38bd8d78fc8e4b4e44735ef1f5fe64149,prediction_matrices/MVC_shared981/SpaGE/fold2/prediction.npz,0b5ef4a6e8783ad1e5e5baa38a66d6350d40cdeb1881f817d4ed74ac33e3a738,"[1549,196]",True,True,False,"{""policy"":""disabled"",""used"":false}",8b5cf20c4079295c8d12c797b41d5070ba580ff99b9a29f0dec44058a96d61c9
SpaGE__MVC_shared981__fold3,SpaGE,MVC,MVC_shared981,Cross-platform,3,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/SpaGE/run_spage_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MVC_shared981/fold3/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold3_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold3_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold3_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/SpaGE/MVC_shared981/fold3"",""--skip-adapter-metrics""]",53a620ea84e728f17a1776612e4ee8680c64e7e2fa28668e60ef19dca6fab781,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,586494412198510f7448fdfdcd5c535f2e96a3d9d9e85517c725d6973b06848c,6145c42c490db4111898b10e11eb0daa6cebcf300a22394fb670a382dad8f813,1425084c4e7c845519523e37036bc42b8ac9533da9a30ff5be6f62c843752b4d,6957a76ea40579faed88b4cad0a816f7c9fba7a80614fa5dda9f27a79a70a8f2,f1dce41e4d6bb34c4bca4028c3ea2f443e81f5fe92c8d43df8a5c96b2f15af0b,87dbc291ace62f26a5af22c29d73062108b4c8bf49a18531c95351a2979ae809,prediction_matrices/MVC_shared981/SpaGE/fold3/prediction.npz,eabb1a5e9ecb6458e8e8a954c7a78dc3e4b4ec946df4790ca0de3b17b9199713,"[1549,196]",True,True,False,"{""policy"":""disabled"",""used"":false}",96ad3fba509d5bfacd2beff887846918851660b7966ceefbc48f2063e833ef2e
SpaGE__MVC_shared981__fold4,SpaGE,MVC,MVC_shared981,Cross-platform,4,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/SpaGE/run_spage_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MVC_shared981/fold4/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold4_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold4_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold4_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/SpaGE/MVC_shared981/fold4"",""--skip-adapter-metrics""]",53a620ea84e728f17a1776612e4ee8680c64e7e2fa28668e60ef19dca6fab781,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,95155822dab493c81eb9815003c251120c690d8ea40dfa3a34c51f163ab2df66,428b5cacc879ee3e17823533826bf5d6a16a829fa9f4e6ede9c289448c179836,4033983f2ebfe1a743129465918c9e575599898d94de129644e64e6a4167f8ca,5f93037186dbc03f636483499c304460dccbe25aecef666deb54237401207720,03481dabac99695db06f0d68c14912b633aff92de7253fbb5f4f5c94759e77d2,9f493e90abdfc486432ebc146e77e1f6a344a119acc8ad3b30316082553846e0,prediction_matrices/MVC_shared981/SpaGE/fold4/prediction.npz,2c55e82218d323f7a1145a97e8d67616ab4dee9d5fe2f4803fb0022b0b5521c4,"[1549,196]",True,True,False,"{""policy"":""disabled"",""used"":false}",7352d1e1818e561d12a20eee80f0e844fb2fccfd0802d2f4ad53e2831012089f
SpaGE__seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000__fold0,SpaGE,seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Cross-platform,0,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/SpaGE/run_spage_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold0/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold0_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold0_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold0_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/SpaGE/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold0"",""--skip-adapter-metrics""]",53a620ea84e728f17a1776612e4ee8680c64e7e2fa28668e60ef19dca6fab781,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,b83683273232379e5ef54e490145875288691d17a2c60bdd236fd73aa7fbd2ed,3aa8216f0d982005ee069ed0046693aa04b43ab572993a9c2c297dbe85260d76,b2ad4978edd6130f418f6aa7403d688913ee07e7b0c34dcc87dbf893095dbbd2,1c4ab9ed33a900017d2f212b926eaca897818e638ba01c89afd5b9d6d5f90edd,84d41e5e87e846e03b5e2e539dd91adac3de8b4c71f35596b0ba46a4d6233315,5d75b3dd88bd09f8af430c24498673f6a7df34d29e9dcb54e3d36bbdffc96ea6,prediction_matrices/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/SpaGE/fold0/prediction.npz,394d0961f2d7cf58f860df4138d29eb67f9b4afa75a1aa60509ec92905651769,"[913,2000]",True,True,False,"{""policy"":""disabled"",""used"":false}",381fcccd8a0932a2a4b7f4194f1663e7994610065d909dd31f72568c2b6264ae
SpaGE__seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000__fold1,SpaGE,seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Cross-platform,1,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/SpaGE/run_spage_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold1/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold1_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold1_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold1_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/SpaGE/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold1"",""--skip-adapter-metrics""]",53a620ea84e728f17a1776612e4ee8680c64e7e2fa28668e60ef19dca6fab781,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,e09ff76d1e95dfe6462ddabe4fc1b43bc78a921a76253cb4f820a06fbc0aae38,56d82c6723077ec761046a7a5518f5c80daa8cbdac40cef275a720f46f5625e9,bed8846fbf23aa04d574197e8258194ed0eb406644630c34924faee44f0b605f,14d63b0fdd2e64cf0905a8bde296274845b02828ab97df80d4ec725397f0ade8,31685efb9bb10958637520cbf0ba3549ad94beadf820f8ae56f3349b6b738748,06c396780453d15f594edd091c7e5c848b06bc6ca6049631b7961a0cf34609e7,prediction_matrices/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/SpaGE/fold1/prediction.npz,44172145fa144edcf314a641d4fed9d24f0506654e086871bfda4e3d23b8e150,"[913,2000]",True,True,False,"{""policy"":""disabled"",""used"":false}",5fd7b32eeef61647d98afb67f15fc9ed935dda3ebd0c53b94f7400d1faf1cf9d
