task,method,dataset,dataset_id,role,fold,protocol,status,returncode,command,adapter_sha256,config_sha256,input_sha256,frozen_split_sha256,train_mask_sha256,val_mask_sha256,test_mask_sha256,source_prediction_sha256,compact_prediction_path,compact_prediction_sha256,shape,finite,complete_test_coverage,fallback_used,fallback_policy,adapter_audit_source_sha256
stPlus__HBC_shared16112__fold4,stPlus,HBC,HBC_shared16112,Primary,4,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/stPlus/run_stplus_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/primary/HBC_shared16112/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/HBC_shared16112/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/HBC_shared16112/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/HBC_shared16112/fold4/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/HBC_shared16112/gene_index_masks/fold4_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/HBC_shared16112/gene_index_masks/fold4_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/HBC_shared16112/gene_index_masks/fold4_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/stPlus/HBC_shared16112/fold4"",""--skip-adapter-metrics""]",b12e8dca2c4495a1939e5e41d7db378bbdbec2e143bdff233e07120fedc634a8,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,50bc08f08312203728bb423118610a20c20a57b61172cbd65f473ec37f4e5725,b37dc409f10071fda19e0442700e7b9e421adb325c90962e47529d74a2cc35c8,49d83a99de196efa3c7e88b1a6d9273297f2353ce77ce82098a58f7e174a4b41,e14a2a75568077bd2411444d4cfc8f92b7bee577016a75c237de095a7922c328,e1c31c594a974e5f60b55ac5c075aa29b463436e11c5fb1f9762ce7f9b0f78ae,b755456b81ce2f2a8fd3f18a5c0f9896bf4b1d4534897d0e8875fbc74d666a30,prediction_matrices/HBC_shared16112/stPlus/fold4/prediction.npz,25f286d656dc137ea665b26e57a88e6f2e2942388a549f6ed516c1539583aa97,"[4784,3222]",True,True,False,,fb3493ea1c485e7ee91c2b31b52b212bb606bdc70c7ee8c2103ac8bc29b5202f
stPlus__MHPR_current_panel__fold0,stPlus,MHPR,MHPR_current_panel,Cross-platform,0,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/stPlus/run_stplus_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MHPR_current_panel/fold0/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold0_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold0_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold0_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/stPlus/MHPR_current_panel/fold0"",""--skip-adapter-metrics""]",b12e8dca2c4495a1939e5e41d7db378bbdbec2e143bdff233e07120fedc634a8,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,88c06464a227011265319ac81d1df782ceaf47b82ac8ef706886eeeb66da049f,b1013c6452a81457d697471e5d16a95d7094947e915b03dcd772d6b853773cdb,036cf336ecd09358235b422277280bb5af2ef8c6b8150a3d2cbd256c3c8e3cd7,d1f5df6226611de08ef70f86e141417a7813b9cfa1aea08cd70599a1a6873af8,ed629707929131f4452d80ef755d61748a77eca26575ffab67975613a82acee2,dad7c102b7bb3a29590e3e0f20ba91eef8e195eaac3204ff6062b69b096e2315,prediction_matrices/MHPR_current_panel/stPlus/fold0/prediction.npz,8869b3ef4bb9561c4ea07ee6a315c3a01c065df7f4caa09fa87b615ed7abc19c,"[4975,31]",True,True,False,,f348b0ea8e259e3cc000450e7078649ab606a82a356ae865e338e28c74def286
stPlus__MHPR_current_panel__fold1,stPlus,MHPR,MHPR_current_panel,Cross-platform,1,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/stPlus/run_stplus_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MHPR_current_panel/fold1/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold1_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold1_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold1_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/stPlus/MHPR_current_panel/fold1"",""--skip-adapter-metrics""]",b12e8dca2c4495a1939e5e41d7db378bbdbec2e143bdff233e07120fedc634a8,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,5c9079c4cd895b805b49631debcc173b16b49adc073be4378d6220c030378a98,cdaccae0f261ae3028bb083740e7054f05af1d3498073aeafc42424573c79163,66647b4201235c7b617440f8db9d692294860c6329ebcbee5be7f3814d2afcad,8d4cd1eab34edcd141c4f91b151cc22825e8305d3dfd2ed1f2ffd6cd7df6cfde,9e4ad9b4be9a7f00c6282edfe62bd299d16fdded750f44204f0fadbfddc53e79,b91981d8bcdddf23d53e4a1b305193b9d34a4e7db65568f961c4e74c0ee43983,prediction_matrices/MHPR_current_panel/stPlus/fold1/prediction.npz,e18d6b52fcf5313e5db5716a03561089c466755734af12abe76a735b8952e557,"[4975,31]",True,True,False,,1b17366265aa2e44b8913c3952eb0ba57419e0cf8125f253da6757142b88a851
stPlus__MHPR_current_panel__fold2,stPlus,MHPR,MHPR_current_panel,Cross-platform,2,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/stPlus/run_stplus_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MHPR_current_panel/fold2/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold2_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold2_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold2_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/stPlus/MHPR_current_panel/fold2"",""--skip-adapter-metrics""]",b12e8dca2c4495a1939e5e41d7db378bbdbec2e143bdff233e07120fedc634a8,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,18f8beef8ffb0a6d35ce536491219a7998307d30c8fee10f162651d396429570,36b6136dea102190c0950e32ebed39e3aebda797f8957f6de7e6dca47a3f4f01,dbe544ae48f8e2cb64e05d3c7c309d66b0b7537f0fa55c7bb2b02ad4b50501c6,2d273bf06f4078fdea1e259f1c801b2ef4318606b47cc65b5870ff21fa72a804,a0b1a4dbe6006bc6b05e566f3eaba86d949fa267e8d1b826c85c679aef3547ea,bb782e60142b3924b65b1506a8dd4dd93bbdda6e1dae4d2b204e5bd42915ecac,prediction_matrices/MHPR_current_panel/stPlus/fold2/prediction.npz,9d2029b8915f097b76f00f8bd8ad693a057591d307127ebd0c60b12016b6864f,"[4975,31]",True,True,False,,f120c4b7fa941a2b92677c478ef44d91414c9e4770066975eb1c9dbdc74f5831
stPlus__MHPR_current_panel__fold3,stPlus,MHPR,MHPR_current_panel,Cross-platform,3,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/stPlus/run_stplus_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MHPR_current_panel/fold3/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold3_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold3_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold3_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/stPlus/MHPR_current_panel/fold3"",""--skip-adapter-metrics""]",b12e8dca2c4495a1939e5e41d7db378bbdbec2e143bdff233e07120fedc634a8,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,032600e7141383b285e0b00b4f8ae913a261253051e00e1617b3a7a159d3e16a,b547a321d1bb96d7a0aee2f016c01e4bd3f33f84599086fcbe96b96aab4e82c2,819813850a652c4b813fe01a87a7759eeb7d8d3a8085f391bdd6cc38d13aff7b,34c1c41e981eab9baf313ba78926c91ca3f464ba230c9f5d418be25662ba257c,775f645deb4c9cffbc40b89fbb373d3472fedd26d806b37ed0317e971c1ed562,a5e50c8ae421453c924722cbc3713786016c76c0f44f1b5babc7d17631d10583,prediction_matrices/MHPR_current_panel/stPlus/fold3/prediction.npz,909aef1f73d350202a092032ada45bc03716a5f676052f1ede31f6d04e62ad2a,"[4975,31]",True,True,False,,13ad58da6d902cad35c8f8c466ea02b34518e7f46b2844d65b39bfacda58a205
stPlus__MHPR_current_panel__fold4,stPlus,MHPR,MHPR_current_panel,Cross-platform,4,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/stPlus/run_stplus_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MHPR_current_panel/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MHPR_current_panel/fold4/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold4_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold4_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold4_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/stPlus/MHPR_current_panel/fold4"",""--skip-adapter-metrics""]",b12e8dca2c4495a1939e5e41d7db378bbdbec2e143bdff233e07120fedc634a8,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,2edc342365a36b59532085681da940782cae4fe8f6a9d7f7f0a87ae7826833d4,d8f8baf97569d36d8d6bfe2975d2fd0dcc51d9838c36a795edd16d193fa75b72,630ab6844acb9b1628fa1acd63862d762f3a5c4858ef1bc878326eaa49195720,36e94f14a52ba7072ec3577607a028380bad125ec0cd9abfc43b5a4f0d5b72ca,9ceb30ff0c22706badf408211040c79a2c82c4452de521c612e447bf74c97224,36cba801af8f6360fc115ed310261fb630037bf41779f69240c5f38c1f2c9aa8,prediction_matrices/MHPR_current_panel/stPlus/fold4/prediction.npz,d5bf05a9e2ce588f44a543538df5a55c9f993d47e603fe0c99a2d397d00189e4,"[4975,30]",True,True,False,,43509f05a1408c76985653f21e328c84b07df2930ab92f0487295549e514615d
stPlus__MVC_shared981__fold0,stPlus,MVC,MVC_shared981,Cross-platform,0,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/stPlus/run_stplus_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MVC_shared981/fold0/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold0_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold0_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold0_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/stPlus/MVC_shared981/fold0"",""--skip-adapter-metrics""]",b12e8dca2c4495a1939e5e41d7db378bbdbec2e143bdff233e07120fedc634a8,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,4d8cf81f2da455cfe6406adb6ccb216087eddf9c9311a579fdabd2c7a5bab84d,fd51ea78835fb458502afea4cb3a4bbc9c461892e3d00af94237cdfb1570de09,e13b4d402b33f67b774da78162302debfa455b61fe6f86b9733abc5c7e5dda84,2a0a247d83976ba2e1030bd5c96a487d966e7297f0ee11522805130e226afd87,916ab1d647e32b41b01ac7378b786d14930caad2df261690d515184b17938a3a,48e52644746a1ba2563278fa39a818d8027eed5f6386a18a580bd4b52d545522,prediction_matrices/MVC_shared981/stPlus/fold0/prediction.npz,b52c6f89dfb6a85f7361dd6d6cac9385eae51342aa5ec9a49228f7f73333cd55,"[1549,197]",True,True,False,,0b146d691481658e2984f23413499c67a40e708fd057538866c31d8dd31f047b
stPlus__MVC_shared981__fold1,stPlus,MVC,MVC_shared981,Cross-platform,1,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/stPlus/run_stplus_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MVC_shared981/fold1/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold1_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold1_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold1_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/stPlus/MVC_shared981/fold1"",""--skip-adapter-metrics""]",b12e8dca2c4495a1939e5e41d7db378bbdbec2e143bdff233e07120fedc634a8,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,0308013d81c2a9b2d0588cd5e40cefa914703a6ffd3c82fc4c007a3e8f37ac74,e6d0a277402c3164aae9be18c2e3e46433caeaad47de1408cd5c85836144e7c5,7ff1afb47d001e939ddd56828d0d1f40961ed9511c91df3bfbf78ece89f7bccc,ff6362879a8601a45c7d9fd2faa475bc851dd64b083cc858bca5ccca7ca90236,3423d7211f569b0bdddae7695cf2833f98b0c917d3a589878cc18667c01471b3,0868ef1eb7ab021568da7063f689411fe710fbfa75c4d3af5403db0b19c57cd5,prediction_matrices/MVC_shared981/stPlus/fold1/prediction.npz,71ff3202a707a57f74eedadae1927f2d2068c4913957bda93b8f75ff59a01c32,"[1549,196]",True,True,False,,8a6cbb06cde217c6495a7327fbae202e8e4bd3aa2df9c2ef23792422e8e83119
stPlus__MVC_shared981__fold2,stPlus,MVC,MVC_shared981,Cross-platform,2,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/stPlus/run_stplus_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MVC_shared981/fold2/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold2_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold2_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold2_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/stPlus/MVC_shared981/fold2"",""--skip-adapter-metrics""]",b12e8dca2c4495a1939e5e41d7db378bbdbec2e143bdff233e07120fedc634a8,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,409f5e4ca865af20fd888fb8fab2ac907696c72fabfd6fb3c06786d0e63d8854,b40c12afce3b67ecba92704a0a951c9e6fef2ef0671305ec76b7d8476861ed92,dcae22805ae8d084c08e4fa95ea82ab517e79ee10dbc3eb14dd0042fae23e5ef,24a87ab148fbc9e0de303e7fc7a82a2752c43c5fbc6232ed7a91676389ea54f2,e01d4b5485642bc8ad58adc78bdf5aa9b16bb30436239fa8544d9a87b5c534a2,7e884ef87029be0f4a55d43e95e5f5e41af67e5a87a27ebeef7d194682a6345e,prediction_matrices/MVC_shared981/stPlus/fold2/prediction.npz,3ffc167a90eb5261ccf83d448775a77137894182028b759c2fcee14560e59fe6,"[1549,196]",True,True,False,,9a54fb289f026a840a39cbd932a081af9900b048c7d31f288a4120e9916b2c29
stPlus__MVC_shared981__fold3,stPlus,MVC,MVC_shared981,Cross-platform,3,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/stPlus/run_stplus_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MVC_shared981/fold3/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold3_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold3_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold3_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/stPlus/MVC_shared981/fold3"",""--skip-adapter-metrics""]",b12e8dca2c4495a1939e5e41d7db378bbdbec2e143bdff233e07120fedc634a8,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,586494412198510f7448fdfdcd5c535f2e96a3d9d9e85517c725d6973b06848c,6145c42c490db4111898b10e11eb0daa6cebcf300a22394fb670a382dad8f813,1425084c4e7c845519523e37036bc42b8ac9533da9a30ff5be6f62c843752b4d,6957a76ea40579faed88b4cad0a816f7c9fba7a80614fa5dda9f27a79a70a8f2,f1dce41e4d6bb34c4bca4028c3ea2f443e81f5fe92c8d43df8a5c96b2f15af0b,fb7ae7945d1bcf06eae2cf7693af3e8a57e9109a0bcb75dd72eeb0a8473a6d25,prediction_matrices/MVC_shared981/stPlus/fold3/prediction.npz,2a637f120415d0999c6f8374bdf81e70890ba7d600499ab2b90f7abead3e9aa6,"[1549,196]",True,True,False,,4a68e3e566c1492576450829108aa77191c9cd4297bd13c38645f1f1bb21fce7
stPlus__MVC_shared981__fold4,stPlus,MVC,MVC_shared981,Cross-platform,4,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/stPlus/run_stplus_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/MVC_shared981/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/MVC_shared981/fold4/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold4_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold4_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/MVC_shared981/gene_index_masks/fold4_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/stPlus/MVC_shared981/fold4"",""--skip-adapter-metrics""]",b12e8dca2c4495a1939e5e41d7db378bbdbec2e143bdff233e07120fedc634a8,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,95155822dab493c81eb9815003c251120c690d8ea40dfa3a34c51f163ab2df66,428b5cacc879ee3e17823533826bf5d6a16a829fa9f4e6ede9c289448c179836,4033983f2ebfe1a743129465918c9e575599898d94de129644e64e6a4167f8ca,5f93037186dbc03f636483499c304460dccbe25aecef666deb54237401207720,03481dabac99695db06f0d68c14912b633aff92de7253fbb5f4f5c94759e77d2,2d8e2a3acc4dd6f7473ac9af5fd8a692e1e4d02f3ba09a376b7cf1b7cab7ad61,prediction_matrices/MVC_shared981/stPlus/fold4/prediction.npz,7f2a46e152ad62f3884d29e8c7a9c30351fb829961619e8d93b777ca1486c6eb,"[1549,196]",True,True,False,,34d16ee56be494655f67461a5304e23f38897a4b77a5d24dae483e51dd1f57cd
stPlus__seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000__fold0,stPlus,seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Cross-platform,0,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/stPlus/run_stplus_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold0/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold0_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold0_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold0_test_gene_idx.npy"",""--model-gene-scope"",""train_indices"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/stPlus/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold0"",""--skip-adapter-metrics""]",b12e8dca2c4495a1939e5e41d7db378bbdbec2e143bdff233e07120fedc634a8,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,b83683273232379e5ef54e490145875288691d17a2c60bdd236fd73aa7fbd2ed,3aa8216f0d982005ee069ed0046693aa04b43ab572993a9c2c297dbe85260d76,b2ad4978edd6130f418f6aa7403d688913ee07e7b0c34dcc87dbf893095dbbd2,1c4ab9ed33a900017d2f212b926eaca897818e638ba01c89afd5b9d6d5f90edd,84d41e5e87e846e03b5e2e539dd91adac3de8b4c71f35596b0ba46a4d6233315,32c85a372820deddd2dd119ba05053c5b0dc64cc907e2775bf7f04b604f1633f,prediction_matrices/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/stPlus/fold0/prediction.npz,1b61bd121dca077b0d769a6b5b13e1687b94e2ce442c202f36876a9fab7f5dba,"[913,2000]",True,True,False,,81a4506e6d7300b1fd3e181b3cae42d4ff24ca20378b7cdb7ccd8b7716c0986d
